year,country_id,country_name,population,gdp,gdp_per_capita,stability,democracy,corruption,unemployment,net_migration,birth_rate,death_rate,inflation,resource_reserve_index
9,35,Krynn,157902287,34991768375.81,221.60,0.00,54.38,69.43,18.31,-2246156,0.0000,0.0116,0.0357,1.81
9,36,Thunder Bay,10468909,1682989359.85,160.76,0.00,76.10,18.28,22.54,-67866,0.0000,0.0295,0.0168,0.04
9,37,Xenon,35959993,5410717006.03,150.46,0.00,58.56,19.47,17.48,-418898,0.0000,0.0266,0.0538,0.96
9,38,Verdant Plains,1235664,126130707.05,102.08,0.00,49.29,3.89,25.98,-8170,0.0000,0.0239,0.0270,0.04
9,39,Yggdrasil's Root,470403,41264095.69,87.72,0.00,41.93,82.75,21.91,-9219,0.0000,0.0257,0.0180,0.14
9,40,Dunland,316631916,84565142005.35,267.08,0.00,21.86,89.06,20.74,-13596102,0.0000,0.0249,0.0276,1.10
9,41,Karn,13624837,2093430762.14,153.65,0.00,73.41,58.53,22.54,-320423,0.0000,0.0294,0.0278,0.24
9,42,Meridia,311467368,31199346032.14,100.17,0.00,18.56,85.08,22.10,-8790782,0.0000,0.0102,0.0175,1.41
9,43,Kingdom of Light,581119622,522710221701.75,899.49,100.00,76.01,15.57,0.86,-1253664,0.0205,0.0286,0.0597,1.64
9,44,Xylos,36597561,5594100221.79,152.85,26.82,73.02,8.41,13.65,-113607,0.0077,0.0153,0.0131,0.10
9,45,Northwind,9256651,1246791808.09,134.69,0.00,41.52,30.70,34.16,-115515,0.0000,0.0127,0.0183,0.53
9,46,Olympus,9394852,1777519498.18,189.20,0.00,25.35,87.21,28.12,-445965,0.0000,0.0092,0.0158,0.07
9,47,Stormhold,43768888,8755424485.18,200.04,0.00,61.00,80.81,13.15,-261129,0.0000,0.0215,0.0194,0.32
9,48,Arboria,1259225,174426350.73,138.52,20.56,78.30,10.33,4.58,-3999,0.0101,0.0174,0.0169,0.12
9,49,Fjordland,270046431,35281313714.07,130.65,3.81,54.53,63.52,26.83,-5588193,0.0016,0.0320,0.0140,2.06
10,0,Narnia,1922302,227770961.91,118.49,1.10,50.05,23.31,14.22,-22103,0.0003,0.0088,0.0373,0.02
10,1,Quartz Valley,1772325,240764929.72,135.85,0.00,61.95,81.70,12.83,-41143,0.0000,0.0196,0.0226,0.06
10,2,Praetoria,28296340,11493370388.54,406.18,47.68,38.49,3.17,9.96,-183148,0.0129,0.0124,0.0116,0.06
10,3,Jadestone,19444833,9043418095.99,465.08,4.10,39.67,19.57,22.17,-156546,0.0012,0.0276,0.0367,0.08
10,4,Underdark,16787559,1895366492.36,112.90,0.00,63.84,73.59,22.23,-245152,0.0000,0.0102,0.0163,0.41
10,5,Gondolin,182393889,56452502172.31,309.51,0.00,43.47,82.87,37.56,-2274709,0.0000,0.0113,0.0179,0.66
10,6,Borealis,2338573,502584761.00,214.91,0.00,46.37,6.20,23.73,-19479,0.0000,0.0319,0.0188,0.10
10,7,Valhalla,10950249,1586887976.05,144.92,0.00,54.98,26.08,20.05,-166162,0.0000,0.0191,0.0290,0.18
10,8,Midgard,3749642,952223970.70,253.95,0.00,75.56,19.67,20.61,-25844,0.0000,0.0233,0.0177,0.03
10,9,Zul'Gurub,345086230,97207485283.70,281.69,79.35,71.98,61.96,26.20,-2890234,0.0260,0.0122,0.0219,10.17
10,10,Blackrock,9300858,1488568058.64,160.05,0.00,14.06,87.05,29.31,-192938,0.0000,0.0331,0.0224,0.21
10,11,Ys,11839103,3113983772.03,263.03,0.00,75.36,63.13,25.70,-228044,0.0000,0.0284,0.0208,0.20
10,12,Kestrel,2604472,876681076.87,336.61,31.66,72.77,23.43,4.72,-9361,0.0144,0.0228,0.0326,0.03
10,13,Phoenix Rise,10972938,3526876188.33,321.42,7.97,83.91,2.16,27.55,-26050,0.0031,0.0133,0.0239,0.03
10,14,Pandora,519339598,323781925709.14,623.45,100.00,53.26,69.99,9.82,-2379101,0.0239,0.0107,0.0372,5.96
10,15,Oz,29485734,11365356702.43,385.45,32.74,73.27,1.80,20.18,-83927,0.0078,0.0195,0.0163,0.15
10,16,Abyssinia,582842,71943807.12,123.44,0.00,40.85,80.05,30.89,-12343,0.0000,0.0163,0.0137,0.05
10,17,Etherea,9492569,2092843848.87,220.47,9.23,30.61,31.04,23.08,-130722,0.0041,0.0217,0.0270,0.01
10,18,Hearthfire,714486,116170671.54,162.59,0.00,32.16,2.29,28.40,-5545,0.0000,0.0308,0.0275,0.02
10,19,Emberfall,670044,235110542.35,350.89,0.00,27.85,24.12,17.68,-7968,0.0000,0.0177,0.0259,0.02
10,20,Quartermaster,199932549,163972054984.35,820.14,100.00,67.45,18.06,6.48,-589801,0.0473,0.0111,0.0584,0.42
10,21,Icelandia,875511,198651393.83,226.90,0.00,29.20,35.30,12.87,-17042,0.0000,0.0264,0.0302,0.11
10,22,Utopia,27394300,3579383765.30,130.66,0.00,36.23,62.84,30.27,-563020,0.0000,0.0271,0.0149,0.16
10,23,Aurum,4572340,1360572595.68,297.57,0.00,64.56,49.69,17.48,-30265,0.0000,0.0133,0.0216,0.12
10,24,Highlands,2660606,682093713.16,256.37,0.00,42.68,16.98,27.46,-25609,0.0000,0.0139,0.0182,0.02
10,25,Ironhold,2809109,956004673.79,340.32,0.00,30.50,78.73,27.68,-121161,0.0000,0.0176,0.0449,0.27
10,26,Valoria,45222330,12692944367.70,280.68,52.21,47.92,8.62,3.92,-286515,0.0211,0.0082,0.0409,0.12
10,27,Lorien,66102270,29482501257.21,446.01,100.00,63.40,1.02,22.30,-232582,0.0399,0.0089,0.0380,0.95
10,28,Glimmerhold,2738548,638800336.74,233.26,0.00,25.76,21.84,21.71,-34629,0.0000,0.0309,0.0243,0.04
10,29,Freeport,19009659,8224239280.86,432.63,50.02,76.58,0.68,8.66,-47107,0.0140,0.0109,0.0324,0.39
10,30,Lunar Isle,32999050,3157675396.12,95.69,0.00,59.64,62.50,25.48,-459529,0.0000,0.0262,0.0129,0.38
10,31,Silverleaf,36491865,6070822136.70,166.36,0.00,65.58,78.69,29.59,-1413579,0.0000,0.0117,0.0285,0.26
10,32,El Dorado,663456,125881609.00,189.74,12.13,31.49,27.98,20.44,-6214,0.0055,0.0259,0.0345,0.14
10,33,Skara Brae,5550770,1869148008.57,336.74,0.00,60.84,61.47,13.42,-47425,0.0000,0.0090,0.0196,0.02
10,34,Yonderland,22880845,3016134421.61,131.82,0.00,74.66,70.01,30.78,-441808,0.0000,0.0210,0.0292,0.26
10,35,Krynn,152607457,33196656763.56,217.53,0.00,54.41,68.49,20.12,-4241913,0.0000,0.0343,0.0235,1.75
10,36,Thunder Bay,10183785,1582951807.44,155.44,0.00,76.30,17.93,24.14,-83340,0.0000,0.0215,0.0224,0.04
10,37,Xenon,34951559,5257471930.92,150.42,0.00,58.88,19.18,18.47,-272990,0.0000,0.0123,0.0538,0.93
10,38,Verdant Plains,1206006,120809624.83,100.17,0.00,49.62,3.84,26.85,-8151,0.0000,0.0212,0.0282,0.03
10,39,Yggdrasil's Root,458401,39216714.75,85.55,0.00,41.83,81.88,22.68,-3752,0.0000,0.0148,0.0289,0.13
10,40,Dunland,303092756,80317152331.01,264.99,0.00,21.25,88.59,21.72,-9345328,0.0000,0.0087,0.0241,1.06
10,41,Karn,13087752,1988938046.81,151.97,0.00,73.13,57.46,24.12,-278566,0.0000,0.0220,0.0170,0.22
10,42,Meridia,298308880,30218589850.67,101.30,0.00,18.10,84.70,23.07,-10885238,0.0000,0.0212,0.0322,1.37
10,43,Kingdom of Light,593725927,528295354251.55,889.80,100.00,76.86,15.27,0.52,-1319081,0.0241,0.0322,0.0569,1.59
10,44,Xylos,36450059,5622725567.27,154.26,23.38,73.32,8.25,14.22,-127856,0.0076,0.0080,0.0256,0.10
10,45,Northwind,9110503,1189487415.79,130.56,0.00,41.84,30.38,35.23,-72232,0.0000,0.0147,0.0246,0.49
10,46,Olympus,9006564,1667955516.75,185.19,0.00,25.07,86.66,29.70,-329153,0.0000,0.0131,0.0300,0.06
10,47,Stormhold,42352906,8522119208.54,201.22,0.00,60.60,79.58,14.06,-859767,0.0000,0.0202,0.0256,0.31
10,48,Arboria,1244769,168278282.37,135.19,14.05,78.40,10.12,5.11,-5653,0.0040,0.0129,0.0172,0.12
10,49,Fjordland,257516314,34767482628.20,135.01,0.00,54.51,62.65,28.07,-7719477,0.0000,0.0269,0.0323,1.94
